step,filter,seed,graph_degree,n_nodes,slab,n_slab,J,L,cells,xdeg,cv2,ari
1,xcoord,2,1.92,100,6,131,10,10,11,1.1,0.5428588077617855,0.7892465059964515
1,xcoord,2,1.92,100,7,131,10,10,10,1.0,0.6485053318571179,0.6626816769593985
1,xcoord,2,1.92,100,8,131,10,10,14,1.4,0.3207855020103723,0.45958213136349235
1,knn_k1,0,2.66,100,0,131,10,10,14,1.4,0.4415243866907522,0.8615845423056073
1,knn_k1,0,2.66,100,1,131,10,10,16,1.6,0.49641629275683236,0.7261794861488003
1,knn_k1,0,2.66,100,2,131,10,10,15,1.5,0.3294679797214615,0.768657306851176
1,knn_k1,0,2.66,100,3,132,10,10,12,1.2,0.3195592286501377,0.9495860898190923
1,knn_k1,0,2.66,100,4,132,10,10,13,1.3,0.3578971533516988,0.8930736324747429
1,knn_k1,0,2.66,100,5,132,10,10,15,1.5,0.5616391184573002,0.860050185401534
1,knn_k1,0,2.66,100,6,131,10,10,19,1.9,0.5090612435172776,0.6413681901247371
1,knn_k1,0,2.66,100,7,131,10,10,11,1.1,0.13262630382844826,0.9670854525817916
1,knn_k1,0,2.66,100,8,131,10,10,18,1.8,0.4778859040848435,0.6994011028371813
1,knn_k1,1,2.8,100,0,131,10,10,15,1.5,0.4500903210768603,0.7991579564719877
1,knn_k1,1,2.8,100,1,131,10,10,14,1.4,0.44641920633995674,0.8312125342664616
1,knn_k1,1,2.8,100,2,131,10,10,19,1.9,0.3850591457374279,0.5996516561679872
1,knn_k1,1,2.8,100,3,132,10,10,13,1.3,0.25941230486685035,0.830438584684202
1,knn_k1,1,2.8,100,4,132,10,10,16,1.6,0.3755739210284665,0.7367671189549561
1,knn_k1,1,2.8,100,5,132,10,10,14,1.4,0.2871900826446281,0.7457952191630602
1,knn_k1,1,2.8,100,6,131,10,10,18,1.8,0.3688013519025697,0.6150573238905876
1,knn_k1,1,2.8,100,7,131,10,10,15,1.5,0.24555678573509707,0.7435303121234789
1,knn_k1,1,2.8,100,8,131,10,10,16,1.6,0.259600256395315,0.677614152994663
1,knn_k1,2,2.7,100,0,131,10,10,15,1.5,0.6126682594254413,0.79309401973488
1,knn_k1,2,2.7,100,1,131,10,10,13,1.3,0.3946156983858749,0.8312677651204292
1,knn_k1,2,2.7,100,2,131,10,10,16,1.6,0.36775246197774025,0.7298629925290604
1,knn_k1,2,2.7,100,3,132,10,10,14,1.4,0.3209366391184572,0.8056801267653216
1,knn_k1,2,2.7,100,4,132,10,10,15,1.5,0.4428374655647382,0.8040475718187001
1,knn_k1,2,2.7,100,5,132,10,10,13,1.3,0.4131083562901745,0.9123434349400127
1,knn_k1,2,2.7,100,6,131,10,10,19,1.9,0.49134665812015615,0.6224878652791309
1,knn_k1,2,2.7,100,7,131,10,10,13,1.3,0.24613950236000237,0.8903785924434137
1,knn_k1,2,2.7,100,8,131,10,10,17,1.7,0.3838937124876172,0.7118727027371575
1,dtm_k10,0,2.92,100,0,131,10,10,16,1.6,0.5579511683468329,0.7569796172438947
1,dtm_k10,0,2.92,100,1,131,10,10,12,1.2,0.19503525435580676,0.9087665330097117
1,dtm_k10,0,2.92,100,2,131,10,10,16,1.6,0.3416467571819824,0.6650694821259415
1,dtm_k10,0,2.92,100,3,132,10,10,17,1.7,0.525941230486685,0.7214277405793991
1,dtm_k10,0,2.92,100,4,132,10,10,18,1.8,0.48140495867768607,0.7093335052267437
1,dtm_k10,0,2.92,100,5,132,10,10,18,1.8,0.38223140495867775,0.6463842867205741
1,dtm_k10,0,2.92,100,6,131,10,10,17,1.7,0.5681487092826757,0.8593910740901466
1,dtm_k10,0,2.92,100,7,131,10,10,15,1.5,0.46057922032515597,0.8466758834708051
1,dtm_k10,0,2.92,100,8,131,10,10,17,1.7,0.35813763766680257,0.6872540446578603
1,dtm_k10,1,2.86,100,0,131,10,10,13,1.3,0.35976924421653755,0.8024468116116472
1,dtm_k10,1,2.86,100,1,131,10,10,15,1.5,0.23856418623623335,0.7498446284938611
1,dtm_k10,1,2.86,100,2,131,10,10,16,1.6,0.4497989627644077,0.7250418119909302
1,dtm_k10,1,2.86,100,3,132,10,10,17,1.7,0.47910927456381996,0.6904130339508513
1,dtm_k10,1,2.86,100,4,132,10,10,16,1.6,0.4692378328741965,0.767843407523183
1,dtm_k10,1,2.86,100,5,132,10,10,18,1.8,0.2541322314049588,0.6012675654433225
1,dtm_k10,1,2.86,100,6,131,10,10,18,1.8,0.4380280869413204,0.7099374579475135
1,dtm_k10,1,2.86,100,7,131,10,10,16,1.6,0.27451780199289083,0.6693821215947975
1,dtm_k10,1,2.86,100,8,131,10,10,14,1.4,0.3664704854029485,0.889126126726378
1,dtm_k10,2,2.9,100,0,131,10,10,15,1.5,0.47106811957345157,0.7763225438549446
1,dtm_k10,2,2.9,100,1,131,10,10,10,1.0,0.07627760620010489,1.0
1,dtm_k10,2,2.9,100,2,131,10,10,16,1.6,0.4759046675601655,0.7331915501758764
1,dtm_k10,2,2.9,100,3,132,10,10,16,1.6,0.3627180899908173,0.6944215677130104
1,dtm_k10,2,2.9,100,4,132,10,10,18,1.8,0.5330578512396695,0.7107390906733779
1,dtm_k10,2,2.9,100,5,132,10,10,18,1.8,0.25619834710743805,0.6025791852938379
1,dtm_k10,2,2.9,100,6,131,10,10,17,1.7,0.45323699085134894,0.7804428445049805
1,dtm_k10,2,2.9,100,7,131,10,10,19,1.9,0.2588427247829381,0.5341851629202667
1,dtm_k10,2,2.9,100,8,131,10,10,16,1.6,0.3118116659868306,0.737909291605266
1,random,0,3.12,100,0,131,10,10,19,1.9,0.19905599906765342,0.5241348907594403
1,random,0,3.12,100,1,131,10,10,18,1.8,0.34782355340597865,0.6446128307539267
1,random,0,3.12,100,2,131,10,10,17,1.7,0.32841908979663187,0.698638825117529
1,random,0,3.12,100,3,132,10,10,18,1.8,0.4669421487603306,0.7327645452004893
1,random,0,3.12,100,4,132,10,10,19,1.9,0.09481175390266296,0.46994640412602356
1,random,0,3.12,100,5,132,10,10,18,1.8,0.3223140495867769,0.6445745830808918
1,random,0,3.12,100,6,131,10,10,17,1.7,0.5661674727579976,0.8193195138459043
1,random,0,3.12,100,7,131,10,10,16,1.6,0.25027679039683004,0.7103829902279278
1,random,0,3.12,100,8,131,10,10,14,1.4,0.31425907581143286,0.8661548445535654
1,random,1,2.9,100,0,131,10,10,15,1.5,0.36967542683992777,0.83201291961706
1,random,1,2.9,100,1,131,10,10,17,1.7,0.46314317347473916,0.7649624751527346
1,random,1,2.9,100,2,131,10,10,20,2.0,0.3857001340248237,0.5797261551464589
1,random,1,2.9,100,3,132,10,10,16,1.6,0.3168044077134986,0.7502671598473267
1,random,1,2.9,100,4,132,10,10,17,1.7,0.3464187327823692,0.7264926376162857
1,random,1,2.9,100,5,132,10,10,14,1.4,0.27112029384756653,0.8594726579199988
1,random,1,2.9,100,6,131,10,10,14,1.4,0.1462036011887419,0.7423560617450577
1,random,1,2.9,100,7,131,10,10,17,1.7,0.35219392809276845,0.6733158269717662
1,random,1,2.9,100,8,131,10,10,15,1.5,0.21933453761435817,0.7191528765094757
1,random,2,3.1,100,0,131,10,10,19,1.9,0.4736320727230348,0.6229100571353898
1,random,2,3.1,100,1,131,10,10,16,1.6,0.4516636559641047,0.7784429937179219
1,random,2,3.1,100,2,131,10,10,17,1.7,0.3462502185187343,0.7209771376350054
1,random,2,3.1,100,3,132,10,10,17,1.7,0.4576446280991736,0.7402206551433487
1,random,2,3.1,100,4,132,10,10,16,1.6,0.30945821854912764,0.7209836661896386
